Task,Workload,Memory,Deadline,Weight,ArrivalTime
T777,541,21,2003.06,4,1956.63
T778,445,13,1978.21,3,1956.94
T779,222,20,1987.87,2,1960.81
T780,773,10,2000.74,4,1964.32
T781,638,23,1988.75,3,1968.87
T782,526,15,1981.4,1,1971.08
T783,381,21,2001.83,2,1973.3
T784,94,6,1988.41,2,1977.61
T785,25,8,2008.98,2,1980.15
T786,573,18,2020.95,4,1981.39
T787,621,24,2006.16,4,1985.49
T788,257,12,2024.64,4,1985.8
T789,35,8,2031.9,1,1989.29
T790,366,6,2037.67,2,1991.15
T791,224,7,2032.27,2,1992.18
T792,411,21,2030.78,4,1995.01
T793,73,18,2039.47,1,1997.07
T794,521,14,2036.45,3,2001.58
T795,129,18,2049.25,2,2006.16
T796,297,6,2020.16,1,2009.05
T797,271,8,2060.47,2,2010.72
T798,677,9,2041.23,3,2014.9
T799,713,12,2032.07,4,2018.28
T800,640,24,2059.8,4,2019.97
T801,587,22,2070.75,1,2024.2
T802,288,14,2067.81,3,2025.54
T803,458,6,2077.92,1,2028.1
T804,652,10,2063.48,4,2032.26
T805,62,19,2082.57,3,2034.65
T806,293,14,2048.87,3,2038.54
T807,21,8,2054.6,4,2040.98
T808,270,14,2066.86,3,2043.88
T809,650,12,2060.18,3,2046.0
T810,319,23,2072.96,1,2049.28
T811,411,11,2091.87,4,2050.22
T812,104,16,2087.43,4,2052.94
T813,207,15,2077.62,1,2054.55
T814,16,12,2094.26,4,2055.48
T815,642,11,2095.06,2,2056.28
T816,595,16,2106.34,1,2056.8
T817,68,13,2107.97,1,2059.83
T818,354,14,2087.16,1,2061.54
T819,258,13,2104.92,4,2065.54
T820,671,9,2105.12,2,2069.77
T821,496,7,2119.98,1,2070.6
T822,322,20,2113.13,3,2071.27
T823,464,22,2101.62,1,2073.64
T824,512,17,2123.55,2,2076.62
T825,727,16,2092.42,1,2079.01
T826,298,19,2119.67,4,2081.88
T827,139,17,2131.34,3,2084.48
T828,177,16,2112.68,1,2088.99
T829,667,11,2107.91,4,2092.53
T830,733,23,2129.54,1,2093.39
T831,541,18,2134.22,4,2096.8
T832,333,21,2125.86,1,2099.42
T833,112,21,2113.03,4,2100.43
T834,560,7,2114.24,3,2101.38
T835,757,24,2127.15,1,2103.36
T836,191,22,2145.37,1,2107.87
T837,59,18,2120.72,4,2108.49
T838,538,16,2137.5,2,2110.98
T839,550,14,2158.81,3,2111.62
T840,392,19,2153.34,3,2113.2
T841,200,17,2163.93,1,2117.56
T842,438,22,2153.77,3,2120.96
T843,334,14,2152.12,4,2121.54
T844,643,10,2136.76,2,2125.5
T845,655,23,2166.61,3,2127.54
T846,498,14,2159.15,4,2129.59
T847,691,17,2172.77,1,2131.31
T848,409,20,2175.82,4,2135.81
T849,545,6,2170.61,3,2140.71
T850,264,21,2156.89,2,2143.6
T851,524,21,2177.66,3,2144.24
T852,667,23,2157.12,3,2144.33
T853,543,12,2173.28,2,2148.02
T854,733,18,2187.7,1,2150.3
T855,442,22,2165.39,1,2153.61
T856,462,13,2192.53,4,2154.74
T857,437,16,2188.6,1,2156.53
T858,719,14,2183.59,1,2158.74
T859,171,7,2188.44,3,2159.76
T860,469,8,2178.34,2,2160.36
T861,145,7,2205.14,3,2160.83
T862,589,10,2175.79,1,2163.08
T863,223,11,2200.84,2,2165.22
T864,19,19,2215.43,3,2170.19
T865,314,20,2221.46,3,2172.73
T866,292,19,2187.38,4,2174.23
T867,317,24,2199.84,1,2177.3
T868,111,10,2210.47,2,2179.99
T869,216,10,2226.94,2,2181.37
T870,495,9,2225.93,3,2185.26
T871,92,21,2212.85,3,2187.89
T872,241,22,2222.11,1,2190.05
T873,181,15,2233.86,3,2193.46
T874,48,19,2243.56,3,2197.08
T875,143,22,2246.9,1,2197.72
T876,799,16,2236.79,4,2198.81
T877,444,22,2247.5,2,2202.84
T878,384,8,2254.81,2,2205.81
T879,543,23,2231.2,1,2208.6
T880,200,15,2238.8,1,2213.39
T881,299,16,2262.65,3,2217.58
T882,11,24,2266.72,2,2219.52
T883,389,12,2232.15,2,2222.14
T884,294,12,2264.01,4,2223.51
T885,800,23,2246.26,2,2223.71
T886,467,9,2270.61,3,2225.58
T887,441,20,2240.63,1,2228.16
T888,21,10,2270.94,1,2228.45
T889,347,16,2261.79,2,2231.47
T890,349,22,2270.62,3,2234.36
T891,603,9,2284.34,3,2237.42
T892,382,24,2263.05,3,2238.17
T893,164,12,2273.1,1,2239.04
T894,568,17,2252.83,4,2240.85
T895,581,13,2255.98,3,2241.01
T896,280,19,2260.36,3,2242.2
T897,81,7,2283.26,4,2245.97
T898,637,18,2288.79,2,2246.12
T899,101,8,2261.94,2,2249.98
T900,98,12,2291.42,1,2250.98
T901,326,12,2295.42,2,2255.07
T902,243,16,2269.48,3,2255.12
T903,297,16,2286.06,2,2256.94
T904,190,16,2302.09,1,2258.92
T905,620,6,2287.74,2,2263.61
T906,538,17,2276.03,2,2264.82
T907,72,15,2312.88,3,2268.63
T908,425,14,2315.43,3,2270.93
T909,402,14,2294.66,1,2272.16
T910,728,24,2312.22,3,2272.65
T911,37,15,2289.86,2,2273.34
T912,679,8,2298.38,3,2273.73
T913,695,16,2290.64,4,2274.35
T914,428,6,2322.2,4,2274.93
T915,700,7,2322.78,3,2279.43
T916,481,15,2330.64,3,2282.2
T917,571,21,2326.17,1,2286.58
T918,216,18,2322.33,1,2287.82
T919,572,6,2302.7,4,2291.26
T920,122,16,2335.07,3,2294.81
T921,331,11,2317.68,2,2298.91
T922,577,17,2347.05,1,2299.08
T923,398,19,2323.25,2,2300.43
T924,50,6,2317.38,3,2302.13
T925,416,21,2335.77,2,2305.38
T926,201,7,2335.72,4,2308.7
T927,385,17,2354.94,4,2311.21
T928,716,24,2330.27,2,2312.01
T929,763,14,2328.86,2,2313.26
T930,420,7,2346.57,4,2316.92
T931,218,22,2338.96,2,2317.48
T932,17,11,2360.94,1,2321.58
T933,88,24,2347.18,1,2324.73
T934,548,8,2360.5,2,2326.23
T935,144,11,2358.34,1,2326.44
T936,559,12,2366.97,2,2326.85
T937,343,22,2354.93,3,2328.49
T938,379,24,2376.56,2,2328.61
T939,798,20,2347.88,4,2329.81
T940,266,16,2375.52,4,2334.61
T941,40,22,2374.95,1,2337.13
T942,625,20,2382.2,1,2337.5
T943,215,16,2388.95,1,2341.51
T944,142,18,2367.88,2,2342.55
T945,736,11,2367.22,1,2345.21
T946,746,13,2364.43,1,2347.49
T947,387,6,2360.2,2,2349.82
T948,655,19,2363.92,1,2350.33
T949,390,13,2387.09,1,2355.06
T950,605,11,2406.22,1,2357.47
T951,88,6,2405.85,2,2361.53
T952,291,12,2392.44,1,2364.33
T953,374,23,2408.98,4,2365.12
T954,622,8,2406.37,3,2369.0
T955,752,7,2417.69,4,2369.48
T956,104,7,2416.72,1,2370.73
T957,278,20,2384.63,3,2373.03
T958,474,22,2388.8,3,2376.04
T959,248,8,2419.32,2,2380.26
T960,565,6,2398.1,4,2384.23
T961,211,21,2417.11,3,2387.08
T962,523,23,2413.58,3,2390.88
T963,349,7,2416.65,2,2395.07
T964,430,16,2428.23,1,2399.81
T965,470,14,2411.77,2,2400.83
T966,497,7,2431.2,1,2404.24
T967,146,9,2456.62,4,2407.29
T968,172,10,2454.73,2,2407.3
T969,659,18,2454.44,2,2408.53
T970,387,19,2425.64,4,2413.15
T971,360,7,2455.13,4,2414.77
T972,539,12,2445.72,1,2418.19
T973,241,19,2460.37,1,2420.18
T974,339,22,2446.68,4,2422.5
T975,419,7,2460.79,2,2423.43
T976,49,6,2461.38,4,2424.34
T977,137,14,2453.06,3,2426.98
T978,685,16,2469.4,2,2431.49
T979,228,6,2454.56,2,2434.58
T980,373,10,2450.62,2,2438.94
T981,639,14,2459.24,1,2443.04
T982,795,21,2470.33,4,2446.5
T983,330,18,2485.2,2,2447.23
T984,658,12,2496.08,4,2448.79
T985,414,9,2472.91,1,2450.67
T986,10,19,2466.91,2,2451.08
T987,278,15,2494.91,2,2455.45
T988,480,23,2496.1,3,2458.79
T989,387,6,2501.96,4,2461.49
T990,724,8,2487.88,1,2464.1
T991,517,13,2508.38,3,2467.97
T992,436,18,2503.34,1,2468.84
T993,386,18,2484.02,3,2471.45
T994,303,20,2503.68,2,2475.52
T995,671,9,2509.79,3,2478.48
T996,435,7,2492.07,1,2480.33
T997,757,22,2506.38,1,2480.79
T998,86,24,2509.58,3,2485.49
T999,708,12,2496.8,4,2486.29
T1000,94,7,2534.75,1,2490.38
