Task,Workload,Memory,Deadline,Weight,ArrivalTime
T761,128,12,2158.82,2,1906.37
T762,421,15,2787.89,4,1907.99
T763,397,8,2576.79,3,1909.21
T764,602,21,3245.63,2,1910.93
T765,513,11,3178.51,2,1911.92
T766,237,17,2506.44,1,1913.83
T767,416,20,2620.5,5,1914.93
T768,409,18,2660.46,4,1920.37
T769,208,10,2247.58,2,1924.38
T770,549,21,3175.18,5,1927.79
T771,134,13,2294.0,4,1930.04
T772,385,15,2855.91,4,1930.61
T773,321,10,2756.26,4,1930.63
T774,633,17,3646.39,2,1934.75
T775,702,6,3876.02,5,1936.21
T776,354,19,2633.66,5,1936.41
T777,268,19,2618.75,1,1937.5
T778,522,23,3117.3,1,1937.56
T779,187,8,2448.31,1,1937.87
T780,687,11,3630.89,2,1942.82
T781,683,10,3231.35,1,1946.79
T782,670,7,3241.97,2,1947.0
T783,767,14,3824.11,4,1948.98
T784,102,18,2131.61,5,1950.66
T785,368,15,2560.5,3,1951.73
T786,622,7,3606.97,3,1958.78
T787,756,8,3142.79,3,1959.47
T788,519,23,3492.65,3,1959.99
T789,546,14,3335.58,3,1967.26
T790,500,17,2912.18,4,1968.3
T791,383,19,2961.89,1,1978.73
T792,224,18,2339.33,4,1979.36
T793,215,18,2458.64,3,1981.21
T794,312,12,2866.69,3,1983.25
T795,221,12,2573.79,3,1983.59
T796,800,22,3659.98,2,1987.75
T797,270,24,2552.67,5,1988.22
T798,303,8,2673.03,4,1988.62
T799,619,15,3008.96,5,1988.7
T800,295,7,2841.5,4,1990.55
T801,675,8,3666.26,2,1992.56
T802,375,11,3058.05,1,1997.07
T803,329,10,2791.78,5,1997.6
T804,753,21,3347.46,4,2000.02
T805,409,7,2876.82,1,2001.22
T806,212,8,2323.64,2,2001.37
T807,513,16,2917.9,3,2005.47
T808,763,19,3727.33,5,2009.38
T809,570,16,3114.88,1,2012.01
T810,106,6,2307.03,3,2013.88
T811,254,12,2773.46,4,2014.27
T812,58,14,2150.15,2,2015.57
T813,388,22,2693.52,4,2019.84
T814,470,10,3159.13,4,2020.94
T815,517,17,3285.53,2,2021.24
T816,525,13,2811.17,4,2022.01
T817,701,8,3635.82,5,2022.14
T818,398,12,2662.69,2,2023.31
T819,313,16,2680.05,3,2023.81
T820,369,7,2596.15,1,2027.88
T821,141,20,2245.09,3,2029.5
T822,166,21,2401.29,4,2030.1
T823,734,8,3146.49,5,2030.65
T824,365,14,2942.58,5,2031.08
T825,324,10,2599.95,4,2036.4
T826,59,8,2149.04,2,2038.27
T827,358,6,2954.06,4,2040.41
T828,547,8,3401.54,5,2040.74
T829,561,16,3268.17,3,2047.08
T830,785,13,3559.14,3,2048.54
T831,687,11,3358.6,3,2049.67
T832,150,22,2367.91,3,2049.89
T833,318,15,2674.85,2,2051.34
T834,647,6,3509.21,4,2051.65
T835,233,15,2459.57,1,2056.02
T836,162,8,2353.27,3,2057.23
T837,63,24,2230.84,2,2059.12
T838,54,12,2150.42,5,2064.72
T839,715,8,3923.73,3,2067.63
T840,639,23,3944.44,1,2069.26
T841,478,20,3417.57,3,2072.84
T842,77,10,2302.15,4,2073.81
T843,518,7,3564.24,2,2074.77
T844,393,16,2991.82,2,2080.08
T845,582,12,3234.95,2,2081.69
T846,454,19,2791.96,4,2083.08
T847,514,11,3525.24,4,2083.47
T848,473,6,3151.23,4,2085.19
T849,798,16,3522.56,3,2088.01
T850,509,21,3537.81,1,2096.72
T851,558,15,3029.39,5,2098.94
T852,525,16,3194.55,3,2101.41
T853,131,13,2467.76,4,2106.48
T854,237,23,2667.02,1,2116.59
T855,140,17,2529.8,3,2119.64
T856,306,11,3008.84,4,2123.05
T857,90,24,2380.08,1,2124.86
T858,602,12,3871.94,4,2127.52
T859,71,21,2330.46,2,2129.9
T860,153,16,2520.9,4,2130.41
T861,77,13,2326.5,1,2132.89
T862,712,21,3487.71,5,2138.44
T863,150,8,2393.71,5,2140.39
T864,244,10,2612.74,2,2140.64
T865,103,19,2361.02,4,2143.55
T866,213,18,2624.54,4,2143.98
T867,161,13,2488.88,5,2144.58
T868,107,18,2444.53,4,2147.75
T869,714,22,3986.69,4,2151.6
T870,477,8,3009.4,3,2158.5
T871,665,22,3508.46,4,2159.43
T872,613,10,3361.39,4,2159.82
T873,375,16,2973.21,1,2163.45
T874,555,13,3074.21,1,2163.74
T875,167,19,2445.92,4,2165.71
T876,404,8,3042.53,4,2174.7
T877,743,14,4330.22,1,2176.22
T878,478,7,3017.83,1,2176.39
T879,796,6,4189.35,1,2176.48
T880,564,15,3613.22,2,2183.26
T881,272,23,2695.92,1,2184.66
T882,474,13,3250.79,1,2187.27
T883,548,21,3542.38,2,2189.03
T884,562,12,3528.2,1,2189.6
T885,501,6,3314.12,5,2190.36
T886,188,10,2614.22,2,2201.03
T887,390,24,2923.16,2,2201.5
T888,580,22,3579.3,3,2201.77
T889,339,13,3085.23,1,2201.95
T890,188,13,2662.9,4,2202.15
T891,235,6,2694.86,5,2210.78
T892,494,6,3321.62,4,2210.93
T893,76,15,2388.18,2,2211.01
T894,706,6,3650.04,4,2214.73
T895,741,19,3393.7,2,2216.46
T896,476,18,3464.23,1,2218.4
T897,100,16,2430.41,5,2220.06
T898,446,22,3446.22,5,2220.61
T899,571,7,3432.08,1,2221.36
T900,427,19,3014.27,5,2222.25
T901,747,14,4093.28,1,2226.54
T902,606,17,3935.27,1,2227.22
T903,160,22,2703.2,1,2231.14
T904,515,8,3123.66,2,2234.87
T905,646,21,3447.34,1,2237.4
T906,549,14,3432.8,3,2237.84
T907,234,18,2832.16,4,2247.13
T908,326,7,2794.57,2,2247.3
T909,496,18,3733.32,2,2250.61
T910,666,17,3464.78,2,2255.04
T911,146,23,2497.57,4,2255.92
T912,764,24,3528.31,4,2256.42
T913,721,6,4171.2,4,2256.49
T914,767,10,4012.56,2,2256.83
T915,537,13,3818.86,4,2263.46
T916,199,23,2751.22,1,2264.46
T917,112,10,2508.41,1,2264.81
T918,373,24,3358.46,1,2270.5
T919,479,7,3285.31,2,2272.9
T920,57,24,2454.12,4,2283.18
T921,721,18,3897.35,5,2284.48
T922,644,24,4142.85,3,2288.66
T923,154,6,2698.85,5,2289.72
T924,705,23,3602.36,2,2293.41
T925,537,8,3730.95,3,2297.05
T926,116,7,2510.95,3,2304.3
T927,237,16,2700.82,2,2306.33
T928,106,6,2586.68,1,2309.67
T929,96,24,2587.08,5,2311.88
T930,334,19,3280.93,5,2312.77
T931,688,13,3958.43,5,2320.32
T932,211,18,2844.39,5,2320.9
T933,675,21,3522.47,1,2321.39
T934,525,15,3623.76,1,2321.82
T935,566,11,3295.25,4,2321.86
T936,182,14,2643.63,3,2323.7
T937,625,20,3651.0,1,2324.31
T938,624,11,3323.52,1,2328.13
T939,273,7,2938.61,2,2331.57
T940,424,19,3354.19,5,2334.75
T941,716,21,3510.22,5,2338.04
T942,779,11,3824.64,4,2338.57
T943,440,6,3104.92,4,2343.86
T944,184,23,2729.42,4,2345.1
T945,90,17,2507.9,4,2345.92
T946,445,11,3432.44,5,2346.78
T947,687,13,4134.06,4,2349.77
T948,458,17,3214.42,5,2350.36
T949,389,20,3245.05,3,2350.93
T950,551,16,3495.37,3,2352.5
T951,217,18,2963.64,4,2357.59
T952,324,18,2942.27,2,2358.17
T953,582,24,3814.95,4,2359.38
T954,535,17,3583.96,3,2360.24
T955,717,24,4192.62,1,2365.86
T956,582,19,4008.71,2,2366.04
T957,605,24,4123.27,4,2369.09
T958,540,11,3440.89,1,2369.11
T959,216,22,2877.09,4,2370.17
T960,312,23,3158.42,2,2370.85
T961,433,12,3122.94,4,2371.25
T962,685,16,3865.74,1,2371.8
T963,255,6,2993.09,1,2373.65
T964,575,11,3433.86,2,2375.35
T965,686,21,4419.41,3,2377.17
T966,714,22,4235.28,4,2378.79
T967,70,20,2508.52,2,2380.29
T968,530,18,3308.23,5,2381.64
T969,339,6,3305.76,4,2390.06
T970,113,20,2639.48,1,2390.16
T971,279,8,3048.93,5,2391.53
T972,138,7,2800.35,4,2397.51
T973,757,10,4214.69,4,2403.04
T974,111,23,2686.91,3,2405.62
T975,432,17,3220.86,5,2408.85
T976,472,14,3743.94,1,2411.92
T977,256,7,3079.91,3,2421.36
T978,740,10,4135.02,3,2424.05
T979,290,12,3031.9,3,2424.74
T980,510,7,3326.26,5,2425.35
T981,215,6,2899.05,1,2425.48
T982,716,18,3941.21,2,2425.76
T983,469,8,3517.38,2,2426.99
T984,461,10,3495.67,3,2428.01
T985,60,19,2561.05,3,2430.76
T986,126,8,2796.62,1,2431.69
T987,79,22,2637.82,4,2432.88
T988,78,16,2594.85,2,2446.03
T989,416,17,3227.94,2,2450.93
T990,768,22,4307.83,2,2455.3
T991,758,14,3606.71,1,2468.92
T992,523,16,3899.65,1,2469.02
T993,65,21,2626.51,4,2470.56
T994,617,22,3722.18,5,2473.89
T995,779,6,3815.86,4,2474.32
T996,475,8,3650.4,1,2478.54
T997,718,14,3588.0,3,2486.55
T998,650,14,3740.19,2,2487.23
T999,660,7,3929.17,4,2488.23
T1000,686,8,4428.99,2,2493.48
